#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 2.038672090207294119e-02 -1.237160602882112714e+00 3.721514952238819118e-01 1.332571659153030828e-03 8.171616960822593312e-02 8.261798418530583166e-02 1.453141818815565645e-01 1.565797750491868312e+00
-8.257872369262934109e-01 4.683212044415130393e-04 -1.422689738929997505e+00 2.087652513106973973e-01 1.953204739198736127e-03 1.493525916316219004e-01 9.613368893780176172e-02 2.655906385344647402e-01 6.983356442761404770e-01
-5.638824750215315484e-01 -2.343396684567622401e-05 -1.662087275496778371e+00 5.275259129538754921e-02 3.162788833065283568e-03 2.729716374865001627e-01 1.062741943190341487e-01 4.854198424668522138e-01 2.815251704706620006e-01
-3.019777131167696860e-01 -1.183695991740618680e-02 -2.006693921766208089e+00 -1.312787354129121842e-01 -1.044829764701411291e-03 4.989100895942188418e-01 1.024490457428304663e-01 8.872015397860736341e-01 9.406911656799092636e-02
-4.007295121200771942e-02 2.994074385551548367e-03 -2.413164605929892570e+00 -3.180170765567392754e-01 -1.149975066290376746e-03 9.118576559486750721e-01 9.071158790231025060e-02 1.621537694459884937e+00 2.502602318232929890e-02
2.218318106927542055e-01 -1.139687690016266686e-03 -2.835494455030168393e+00 -5.188318499086524982e-01 4.247314985235260318e-04 1.666601662412735996e+00 6.981159235870722235e-02 2.963683421005208096e+00 5.121633085672041945e-03
4.837365725975161235e-01 -1.421498996845738105e-03 -3.210509971818983566e+00 -6.664760192801029159e-01 5.116642263248056838e-04 3.046046806798136330e+00 4.851697388298389230e-02 5.416722318543934378e+00 8.187151789632284840e-04
7.456413345022779859e-01 3.839170928607194000e-03 -3.503181091822614057e+00 -7.994645077187068072e-01 -5.378153287620310264e-04 5.567257826787955111e+00 3.124791595186856424e-02 9.900139963755060890e+00 1.065890920535727371e-04
1.007546096407039737e+00 -2.638802680625662589e-04 -3.700505784471111337e+00 -9.358333993231769954e-01 -1.000464918177969617e-04 1.017527361718764034e+01 1.849807696086136488e-02 1.809447956495705156e+01 1.197107695815102438e-05
1.269450858311801600e+00 1.371222686018747083e-03 -3.825158082588960617e+00 -1.158594787776870083e+00 -1.443434703483454599e-04 1.859734116973173812e+01 1.010700802542325964e-02 3.307126888360312478e+01 1.228436155016479591e-06
1.531355620216563906e+00 -6.001430272151830891e-03 -4.242078540934861586e+00 -1.691870580035716776e+00 -5.911802079642097243e-04 3.399034872135383978e+01 4.573446445478605502e-03 6.044433727122635958e+01 1.187077269345695327e-07
