#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 3.422843906106661782e-01 2.626117842694892235e-01 1.402105192037306769e-01 -8.978519056524549057e-04 8.171616960822593312e-02 6.760515059743608945e-02 5.785061779016275468e-02 1.332078519366632074e-02
-8.257872369262934109e-01 1.677053818107345773e-01 -4.323790225455681480e-02 -9.339137074189156340e-02 -1.892403967968829537e-02 1.493525916316219004e-01 6.730858072057947783e-02 1.057335376324523984e-01 1.217842778872842147e-02
-5.638824750215315484e-01 1.407487350099703161e-01 -4.256786131107218735e-02 -1.912567734043804091e-01 -5.320633259809011721e-04 2.729716374865001627e-01 6.040327623677854002e-02 1.932491200150028843e-01 1.264391012337945201e-02
-3.019777131167696860e-01 8.482602905296843243e-02 -2.578261571256090789e-01 -2.648693307436400524e-01 -2.916898159001836670e-03 4.989100895942188418e-01 5.344269045843105803e-02 3.532012947149397730e-01 1.156894547379493446e-02
-4.007295121200771942e-02 5.749092415475798301e-02 -8.945461264646467070e-01 -3.574813943573761921e-01 -2.143853547676122153e-03 9.118576559486750721e-01 4.388533492053599966e-02 6.455457834872661005e-01 9.264662507572065872e-03
2.218318106927542055e-01 5.385822576274201801e-02 -2.071573163563344977e+00 -3.680812750987718651e-01 -8.536898278654945051e-04 1.666601662412735996e+00 3.472451228726898542e-02 1.179863621152692499e+00 3.932982315744309836e-03
4.837365725975161235e-01 4.792490576321173368e-02 -2.873365199614965615e+00 -4.938332359167325603e-01 -1.136907948866187380e-03 3.046046806798136330e+00 2.815236857328697745e-02 2.156435995909505188e+00 7.615875768625821008e-04
7.456413345022779859e-01 4.547067476216060111e-02 -3.257243922338071140e+00 -6.691937580979607780e-01 -1.366553075878288630e-03 5.567257826787955111e+00 1.914086686647169591e-02 3.941316709054129674e+00 1.229209581091190832e-04
1.007546096407039737e+00 4.946619318447698088e-02 -3.417801258454373770e+00 -7.394122799110282029e-01 -1.936616759832269314e-03 1.017527361718764034e+01 1.255986223865658558e-02 7.203542062243127653e+00 1.498112622630676026e-05
1.269450858311801600e+00 3.586138278501194154e-02 -3.338343133305774924e+00 -8.717925979976336448e-01 -1.868177614677735089e-03 1.859734116973173812e+01 7.846038020524481044e-03 1.316590928186515619e+01 1.992274090704120065e-06
1.531355620216563906e+00 4.651822610404388048e-02 -3.449666080732926687e+00 -1.019640807685493034e+00 -1.994013727768873152e-03 3.399034872135383978e+01 4.388656705562735301e-03 2.406332408702922265e+01 2.672320457112971861e-07
1.793260382121325769e+00 4.279161649626439523e-02 -3.680480049734911052e+00 -1.106707507923039069e+00 -3.485141634649283841e-03 6.212413891076156602e+01 2.293785707742598476e-03 4.398052225036823870e+01 3.107285368101121975e-08
2.055165144026087631e+00 7.467804256379884098e-02 -3.808203128016193428e+00 -1.106531761879759879e+00 -2.895779928808652186e-03 1.135442494880611122e+02 1.155121527215046849e-03 8.038317276613366857e+01 3.155135637459566977e-09
2.317069905930849494e+00 2.978682802265895102e-01 -3.456265914166986697e+00 4.110361423557660210e-01 5.281027508216917105e-03 2.075247531450898464e+02 6.038665412774772614e-04 1.469162741444252163e+02 3.144908924476384455e-10
2.578974667835611356e+00 5.776777808723286833e-01 -3.126749123154836774e+00 1.753728814181882756e+00 2.869476521224513868e-02 3.792928603791494879e+02 1.896410379183648305e-03 2.685187815524202506e+02 4.881946675431487450e-11
2.840879429740373219e+00 8.656711843760870329e-01 -3.259274731415088500e+00 1.310525209474865393e+00 5.892260557617508970e-02 6.932333215884656283e+02 5.006806670450440755e-03 4.907716076131675891e+02 7.240809199598037139e-12
3.102784191645135081e+00 9.591665257452836046e-01 -3.625986300493624359e+00 1.038524792706081890e+00 8.855426693900475543e-02 1.267022104450334609e+03 9.212932929462317941e-03 8.969829575671332123e+02 9.579743620714623830e-13
3.364688953549896944e+00 9.857922404471368694e-01 -4.520124593947324243e+00 1.162383186350162800e+00 1.282713278745993557e-01 2.315735500837276959e+03 1.752064133579636640e-02 1.639415185566440414e+03 9.129793323492474609e-14
