#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-2.910489732447154032e-01 1.670467767852779062e-02 -1.304695330177852330e+00 2.517533126229792861e-01 -3.707248773147810541e-04 5.116241389589061273e-01 2.470247069401527301e-02
-2.321244638658938042e-01 1.823496695413028279e-01 -1.323509964317048260e+00 1.458913942592176549e-01 2.081827640533447099e-03 5.859702080416635539e-01 2.906747055053711046e-02
-1.731999544870721219e-01 1.061145634432766327e-01 -1.183086179534806881e+00 -1.618900894225513420e-01 -4.708840383737572695e-03 6.711197900300193142e-01 2.570002527221872460e-02
-1.142754451082503564e-01 2.365212684259609954e-01 -1.809517746501496660e+00 -5.554801297438200641e-02 -9.573112198659435631e-04 7.686427848869629154e-01 2.781817615760859286e-02
-5.535093572942868800e-02 1.415472241886491789e-01 -2.266238253904580890e+00 -2.915324623136636983e-01 2.335845742127442420e-03 8.803372207700188579e-01 2.531554442521363746e-02
3.573573649392941358e-03 2.714965261429346244e-01 -2.134869082811128749e+00 3.799559339647296669e-02 3.788670700394318556e-03 1.008262404215570562e+00 2.570229111788029097e-02
6.249808302821469735e-02 2.612526032071242899e-01 -2.382102222393667645e+00 1.832919618724021538e-02 -2.817035260783061663e-03 1.154776887503816907e+00 2.557790764856122945e-02
1.214225924070364004e-01 3.579110727860497221e-01 -2.754661224864292990e+00 1.195933272820699222e-01 4.289857411788681497e-03 1.322581953207384586e+00 2.583044666354938901e-02
1.803471017858580550e-01 4.089493594982344105e-01 -2.679868666783733921e+00 1.126555704986597628e-01 4.776160056867607300e-04 1.514771417646751717e+00 2.642159134931830813e-02
2.392716111646797927e-01 4.232256252212671654e-01 -2.880171269467254103e+00 -9.288697580875761306e-02 -5.154655993031084403e-04 1.734888671477102129e+00 2.663227487369943317e-02
2.981961205435014750e-01 5.306330754481376477e-01 -2.887122051411324275e+00 -2.750416184378887685e-01 1.206711862908035025e-03 1.986992009061980813e+00 2.576394315625800402e-02
3.571206299223231295e-01 4.814202194794144907e-01 -2.621111453668756308e+00 -4.139409492886949593e-01 -2.259489460465776995e-03 2.275729451109206991e+00 2.471695003782616029e-02
4.160451393011448395e-01 5.296937639327846670e-01 -2.836912463000139439e+00 -2.811153261024356698e-01 8.847728459792729948e-04 2.606424440071446913e+00 2.302659898114627415e-02
4.749696486799664941e-01 5.868249389086614975e-01 -2.787997515794954140e+00 -1.294330584818467744e-01 -1.623809294642178207e-03 2.985173988274651524e+00 2.290159416611278753e-02
5.338941580587880376e-01 6.046125212101995938e-01 -3.024007752026222295e+00 -5.064890010379738960e-01 3.407657479440699948e-04 3.418961088328082099e+00 2.223188251090449374e-02
5.928186674376098031e-01 6.439849419679956055e-01 -3.062330059278107974e+00 -3.319774973358913805e-01 5.444538264558346354e-05 3.915783458322857236e+00 1.996073286834406865e-02
6.517431768164315686e-01 6.956448481677096618e-01 -3.147426735093560968e+00 -2.159118580320422975e-01 -5.138521506027741742e-05 4.484800995489870878e+00 2.031669291582974615e-02
7.106676861952531121e-01 7.275980213670563135e-01 -3.171559211770888620e+00 -3.776730376111879228e-01 5.987272161731547505e-03 5.136504656915215961e+00 1.882484816352406401e-02
7.695921955740748777e-01 7.603131007901079430e-01 -2.952948660618808674e+00 -2.043185848813508232e-01 1.566011369937942116e-04 5.882909880961139315e+00 1.833768969490414541e-02
8.285167049528966432e-01 8.037749579558384205e-01 -3.052508095784453701e+00 -5.210931470740353122e-01 -2.769594135611560398e-03 6.737778115496695364e+00 1.780954143344955914e-02
8.874412143317181867e-01 8.232519634494934735e-01 -3.094711195251528046e+00 -6.628057928729038650e-01 -4.076951224848909122e-03 7.716870537246643735e+00 1.591967888598172162e-02
9.463657237105399522e-01 8.533756007846984293e-01 -3.265401253273024107e+00 -5.515377832459743557e-01 -3.739177861465418744e-03 8.838238640073624808e+00 1.487790306926047197e-02
1.005290233089361829e+00 8.652447847929322089e-01 -2.818318941834266234e+00 -7.933566319384329768e-01 -1.505666502297456355e-03 1.012255704975989978e+01 1.370680129150984687e-02
1.064214742468183372e+00 8.801797786176730476e-01 -2.646590339557377547e+00 -8.513739725636992883e-01 1.955924204293603245e-03 1.159350470138360301e+01 1.199624769373349928e-02
1.123139251847005138e+00 8.962998640087170843e-01 -3.227107542800383477e+00 -7.163232102881060825e-01 3.224043962089296906e-03 1.327820140704386986e+01 1.087933950065775833e-02
1.182063761225826903e+00 9.119761122150603638e-01 -3.052001131054467020e+00 -5.793305504419209440e-01 2.108620821644778109e-03 1.520770786291917531e+01 9.877054198225924952e-03
1.240988270604648447e+00 9.229780318534693828e-01 -2.898566709375105521e+00 -4.223260579756637489e-01 -1.360349947383407356e-04 1.741759831427216199e+01 9.296703766279690653e-03
1.299912779983470212e+00 9.335401135760377223e-01 -3.123317805568476935e+00 -8.882237865347125672e-01 -1.033743971168500815e-03 1.994861643660631856e+01 8.807582610877008264e-03
1.358837289362291978e+00 9.394216861113106054e-01 -3.107151176802978920e+00 -9.124082823282418930e-01 2.536576350652821471e-03 2.284742652543305397e+01 7.305546190123285606e-03
