#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-1.233841123305862597e+00 -2.588389440546800557e+01 2.931063420845716916e+00 7.160103324148625603e+00 2.143305167555809021e-02 5.836585833544889745e-02 9.187518735416233540e-04
-1.174916613927040832e+00 -1.519157758841860328e-02 2.931063420845716916e+00 1.145425769838491803e+01 -6.442765394846597729e-03 6.684722542792351230e-02 1.765205338597297668e-02
-1.115992104548219288e+00 7.317948285925393037e-01 -1.760040285284424133e+00 -7.007788372907181040e-02 -4.976177588105201721e-03 7.656105255454827285e-02 2.056227996945381165e-02
-1.057067595169397523e+00 3.210792050170551137e-01 -1.267953481431217000e+00 -2.920072873366686972e-01 -2.376673510298132896e-03 8.768643321749283737e-02 1.731955073773860931e-02
-9.981430857905757570e-01 -2.151785789772826529e-01 -3.568072524797917922e+00 -1.145874678915728806e+00 3.442630502912732982e-02 1.004284856837310558e-01 1.899583968851301444e-02
-9.392185764117539915e-01 4.100250295298802916e-01 -1.826441665579740414e+00 4.244811303021418514e-01 3.285916362489972598e-02 1.150221347435912145e-01 1.269101670810154382e-02
-8.802940670329324480e-01 -1.204342319438018727e-01 1.048580630958508175e+00 5.946951523223421576e-01 -1.598192627231279778e-02 1.317364430111690743e-01 2.131489415963490688e-02
-8.213695576541106824e-01 -2.835094852801200993e-01 2.545856785666136476e-02 -4.363863514331146193e-02 -3.615671709964149438e-02 1.508795716226433714e-01 1.491353700035496707e-02
-7.624450482752889169e-01 -2.610567084024975060e-01 3.363876411778361081e-02 1.285416694568819462e+00 3.922877403405996416e-02 1.728044617927197713e-01 2.106397885542649756e-02
-7.035205388964672624e-01 -3.484517995497624643e-01 2.262571697224719236e-01 9.414132790740998846e-01 -1.599595376423426987e-02 1.979153419798685976e-01 2.113809046291169683e-02
-6.445960295176456079e-01 -1.804982591234598477e-01 -3.132142097362921040e-01 1.205063989938609081e+00 -5.244037166970675137e-03 2.266751806327409469e-01 2.719474815931476747e-02
-5.856715201388238423e-01 2.749428078846152257e-01 -2.658296341307324617e-01 -7.009564983897043078e-01 5.023273964260899400e-03 2.596142219237967952e-01 2.931442371634549945e-02
-5.267470107600021878e-01 -2.385107469652010259e-01 -1.539949943495819429e-01 -4.805136418674613163e-01 2.144307132781021231e-03 2.973397618431773970e-01 2.248422930559773950e-02
-4.678225013811804778e-01 5.630992083530372838e-02 -7.187310074642035973e-01 1.113333079850227086e-01 -6.953734964937777728e-03 3.405473448943341919e-01 2.573080062866211007e-02
-4.088979920023588788e-01 -1.269001086964705038e-03 -1.018712983429739483e+00 1.975838303685475694e-01 -1.610645081134552594e-03 3.900335878245125842e-01 2.317386789524808824e-02
-3.499734826235372243e-01 9.376414943425614990e-02 -1.015015163672154275e+00 2.354017549748000371e-01 -8.952621417709543186e-03 4.467108668207760425e-01 2.714803249021119705e-02
