#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
-1.136376397272773842e+00 5.029970044551326236e-01 5.746579435269188324e-02 3.037624803741299839e+00 -1.308278845889227632e-02 7.305056894446010363e-02 2.260599178927285083e-02 7.305056894446010363e-02 8.054943727115038143e-02
-9.932740173527783156e-01 -1.702287618795952362e-01 -1.412820345775797071e+00 -4.495253656875319859e-01 3.756725788116455078e-02 1.015607694753873913e-01 1.701583527028560638e-02 1.015607694753873913e-01 3.458623418007249900e-02
-8.501716374327827896e-01 -1.731107175285779842e-01 -1.990949882128565385e-01 5.679556858749050807e-01 -2.866523203096891376e-02 1.411979406248690116e-01 1.680998268880342164e-02 1.411979406248690116e-01 3.174728589445153376e-02
-7.070692575127872637e-01 -2.279708834554219354e-01 -1.819244991102653419e-01 6.238132611570409436e-01 6.101661672194798498e-03 1.963047202151772530e-01 2.474029610554377007e-02 1.963047202151772530e-01 3.033341762449861742e-02
-5.639668775927917377e-01 -2.963244242113072247e-02 -3.298296196485253073e-01 2.308905782326178650e-03 1.645906632687865138e-03 2.729185922133187669e-01 2.535745075770786880e-02 2.729185922133187669e-01 2.816040817066873050e-02
-4.208644976727962117e-01 7.257581806448520911e-02 -8.352253575170591748e-01 1.062575014297713477e-01 -3.702983287100765873e-03 3.794333518524381499e-01 2.477796944312980407e-02 3.794333518524381499e-01 2.440745725222586912e-02
-2.777621177528007412e-01 1.011475727049930828e-01 -1.203043667882207846e+00 1.213260541424927702e-01 -8.620715093033516152e-04 5.275187275824964050e-01 2.719674901923670174e-02 5.275187275824964050e-01 1.624027849877236057e-02
-1.346597378328051875e-01 1.689889066962811937e-01 -1.661198957974295620e+00 -1.063589494468793611e-01 8.704801015246278436e-05 7.333989133840763674e-01 2.684045088918585870e-02 7.333989133840763674e-01 1.104601715344072886e-02
8.442642087190326342e-03 2.148293574172954745e-01 -2.303402293213411944e+00 -3.475754767842526710e-02 9.922657508562317784e-04 1.019630087102126881e+00 2.535575553337666294e-02 1.019630087102126881e+00 5.434385261194453996e-03
1.515450220071858090e-01 3.923037443087911136e-01 -2.609978582937637626e+00 1.954032453337873135e-02 -3.488951203535918923e-04 1.417571659230745240e+00 2.623264195204448937e-02 1.417571659230745240e+00 2.420811719480852643e-03
2.946474019271813627e-01 4.655311332103818645e-01 -2.772860488649057764e+00 -1.713025001860810914e-01 8.515585183710873819e-05 1.970822001501937315e+00 2.568438018353676883e-02 1.970822001501937315e+00 9.731104361842500810e-04
4.377497818471769442e-01 5.541494659364682995e-01 -2.853317682366360852e+00 -3.037285479890964313e-01 -3.518218335740207810e-04 2.739995072779500163e+00 2.343227419825896773e-02 2.739995072779500163e+00 3.893634155463271038e-04
5.808521617671722481e-01 6.344543428274371788e-01 -3.018415587472417450e+00 -3.160875253911153426e-01 -5.208615207054672009e-04 3.809361268107678722e+00 2.102521926673318886e-02 3.809361268107678722e+00 1.484325088792724789e-04
7.239545416871678851e-01 7.282702811973285062e-01 -3.074147131155938961e+00 -3.370929979244711716e-01 3.656589879398852369e-03 5.296080060552261770e+00 1.902605230792979440e-02 5.296080060552261770e+00 5.326847143009698517e-05
8.670569216071636331e-01 8.185713603571976860e-01 -3.069179686434985399e+00 -5.354471525833244261e-01 -3.851903825814113544e-03 7.363035961593761947e+00 1.683693026435389636e-02 7.363035961593761947e+00 1.957462662050560854e-05
1.010159301527159270e+00 8.617481512979759950e-01 -2.984135010269606259e+00 -6.968718721042780340e-01 -1.069047739619227895e-03 1.023668410444490640e+01 1.336906893647010243e-02 1.023668410444490640e+01 7.047845897371547232e-06
1.153261681447154352e+00 9.021643524687592564e-01 -2.967386559647073874e+00 -6.793871201385197622e-01 3.092199436386061737e-03 1.423186060760630944e+01 1.063689485602422463e-02 1.423186060760630944e+01 2.739175400891108820e-06
