#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
-1.142754451082503564e-01 1.243731502661798993e-01 -1.251697554631884701e+00 -3.193386215433421382e-01 -2.901598187463536906e-03 7.686427848869629154e-01 2.124704362684902773e-02 7.686427848869629154e-01 8.577093004676633256e-03
-5.535093572942868800e-02 1.463992907156739243e-01 -1.669753300549145614e+00 1.333874190982762414e-02 -4.561714243390167962e-03 8.803372207700188579e-01 2.084343759976971591e-02 8.803372207700188579e-01 7.109492828982097619e-03
3.573573649392941358e-03 2.215423841911988712e-01 -2.145201555623242662e+00 4.925951207013237743e-02 -6.064184490888012771e-03 1.008262404215570562e+00 2.132408805828752904e-02 1.008262404215570562e+00 5.452068846442394492e-03
6.249808302821469735e-02 2.666615647630679042e-01 -2.547088102235430362e+00 2.580207992384184103e-03 -7.616651321074648963e-03 1.154776887503816907e+00 2.112392085396317537e-02 1.154776887503816907e+00 3.972178186627504937e-03
1.214225924070364004e-01 3.166292598629198984e-01 -2.846356628465741334e+00 1.580720965460228056e-01 -7.723111818672056747e-03 1.322581953207384586e+00 2.133902352813225184e-02 1.322581953207384586e+00 2.731426369042281883e-03
1.803471017858580550e-01 3.729045541911080175e-01 -3.017485637496818640e+00 1.253688378924174562e-01 -7.477259184258681218e-03 1.514771417646751717e+00 2.204972478162503177e-02 1.514771417646751717e+00 1.834798542340130168e-03
2.392716111646797927e-01 3.847579996620310583e-01 -2.775491171507044719e+00 -2.369470702756571456e-01 -6.074650702926482661e-03 1.734888671477102129e+00 2.207746153578567933e-02 1.734888671477102129e+00 1.204430587526987171e-03
2.981961205435014750e-01 4.212470267457193440e-01 -2.987991126509490947e+00 -1.727731957319530443e-01 -8.216768789427538258e-03 1.986992009061980813e+00 2.067660319925829562e-02 1.986992009061980813e+00 8.639716168647451015e-04
3.571206299223231295e-01 4.702920321744956667e-01 -3.339835998276346363e+00 -5.804503405853717046e-02 -7.253682838295990795e-03 2.275729451109206991e+00 2.106628644886330767e-02 2.275729451109206991e+00 5.353649735919593098e-04
4.160451393011448395e-01 4.523930452943628611e-01 -2.796428287730696294e+00 -3.480003389336652764e-01 -1.560124311221823459e-03 2.606424440071446913e+00 2.035347851395708646e-02 2.606424440071446913e+00 3.490624078080928772e-04
