#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 1.093226788279347828e-01 -1.680597080981317271e-01 -7.829517030172081227e-02 -1.967416869269476842e-02 8.171616960822593312e-02 8.326537148994311854e-02 1.236824276896513752e-01 3.310820610862156288e-01
-8.257872369262934109e-01 2.137344170600075088e-03 -5.430278216905417565e-01 -7.868537530081098907e-02 2.018927296578431306e-03 1.493525916316219004e-01 7.448214414796568150e-02 2.260542950471408352e-01 2.764939468646159249e-01
-5.638824750215315484e-01 -3.311910191976519258e-03 -1.063450400343152413e+00 9.789584345063415821e-03 3.082103325023581499e-03 2.729716374865001627e-01 7.572656807065987483e-02 4.131592924217432072e-01 1.719857661695036455e-01
-3.019777131167696860e-01 2.765204872537174730e-03 -1.702586732434442141e+00 -6.660239262601094778e-02 -5.582265792463769836e-04 4.989100895942188418e-01 7.536679512920206603e-02 7.551309780636463742e-01 7.667259815568977510e-02
-4.007295121200771942e-02 8.165242660329141700e-03 -2.356422419376575927e+00 -2.411137578449592533e-01 -1.325538722230341958e-03 9.118576559486750721e-01 6.988135340790585515e-02 1.380152412133791140e+00 2.206283717561788316e-02
2.218318106927542055e-01 1.386921471316215904e-02 -2.848547640968621675e+00 -4.517240017371128569e-01 -1.262979368943089741e-04 1.666601662412735996e+00 5.634850072727330683e-02 2.522503692807280817e+00 4.470166244817450410e-03
4.837365725975161235e-01 4.998963629008035259e-02 -3.131527781795614640e+00 -5.809845866099645484e-01 3.401943632204498542e-03 3.046046806798136330e+00 4.052695491172792625e-02 4.610378407692512504e+00 7.105014630089715420e-04
7.456413345022779859e-01 1.761379977638453109e-01 -3.371950544728249621e+00 -5.305945489607399868e-01 3.585740911055796364e-05 5.567257826787955111e+00 2.796128367393382885e-02 8.426385706679429433e+00 1.023292046496640658e-04
1.007546096407039737e+00 3.761334257140153126e-01 -3.366846961800357363e+00 -7.280060334823115209e-01 -1.882318896520108163e-03 1.017527361718764034e+01 2.137044153400365076e-02 1.540089983921053651e+01 1.217040883092032886e-05
1.269450858311801600e+00 4.352965587647763535e-01 -3.631897366288715290e+00 -1.079093334046539177e+00 1.292963991649786646e-03 1.859734116973173812e+01 1.162038753460370097e-02 2.814821491845326307e+01 1.763652810566494228e-06
1.531355620216563906e+00 3.700542396172673554e-01 -3.539435299142299929e+00 -4.879406850752106561e-01 -9.147454639323262041e-03 3.399034872135383978e+01 5.815326856823289405e-03 5.144647464547438886e+01 1.523641304349559137e-07
1.793260382121325769e+00 8.769569869552160668e-01 -3.102519637292167065e+00 1.782564586594762357e+00 6.711909548646000090e-02 6.212413891076156602e+01 6.451083064377413807e-03 9.402868924779669157e+01 2.468443415104261795e-08
2.055165144026087631e+00 9.963556533205341070e-01 -4.152187577678077446e+00 2.747594609498433371e+00 2.165540157929267684e-01 1.135442494880611122e+02 4.992274270299612571e-02 1.718561760079020644e+02 3.612047090509322622e-09
2.317069905930849494e+00 9.996671385159975332e-01 -7.984505821722891028e+00 1.857111451608140618e+00 4.153881536203961056e-01 2.075247531450898464e+02 1.773572139430616701e-01 3.141014244516981080e+02 1.649938582814909918e-10
