#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
-1.410614651442327672e+00 -8.093711402726144755e-02 -1.125283655352918855e+00 1.383135164677506745e+00 -2.438186617798147188e-02 3.884949238138359767e-02 5.818124544822563665e-02 8.697317981685311061e-02 4.121178961700531218e+00
-1.351690142063505906e+00 5.600700455689622270e-02 -1.547769035214661137e+00 1.028070410208297009e-01 2.186960320723684015e-02 4.449486136317903906e-02 7.021814446700246071e-02 9.961158669141659261e-02 3.155942425043334332e+00
-1.292765632684684141e+00 -7.353144952296286618e-02 -1.126858601432735973e+00 -3.364201378477212762e-02 9.655551193586362282e-03 5.096058059891731690e-02 5.982720618154488412e-02 1.140865290205118066e-01 2.707811398444344597e+00
-1.233841123305862597e+00 2.914535062445844371e-02 -1.111490754309497619e+00 6.088419936426685553e-01 -7.356370507688727526e-04 5.836585833544889745e-02 6.958003944619375880e-02 1.306648808262545480e-01 2.324501823269080614e+00
-1.174916613927040832e+00 -2.418618203810618539e-03 -1.093278671058149909e+00 6.454520398838626827e-01 -8.543767377982293756e-03 6.684722542792351230e-02 7.057488093063249424e-02 1.496522966201353777e-01 2.002766494923186702e+00
-1.115992104548219288e+00 -1.386262780763236613e-02 -1.130546723635898587e+00 7.058516962804015638e-01 1.878520997293231520e-02 7.656105255454827285e-02 8.289924212143624793e-02 1.713988467449087949e-01 1.727778528216422638e+00
-1.057067595169397523e+00 3.595933080520041791e-02 -1.123096585747030307e+00 1.947666201108693151e-01 1.596009133488027610e-04 8.768643321749283737e-02 8.547401090638827303e-02 1.963054716096622188e-01 1.473657284638649534e+00
-9.981430857905757570e-01 1.501257697951496883e-02 -1.308145370321453393e+00 1.341310185598390270e-01 -4.375241984567117921e-04 1.004284856837310558e-01 8.739842679596987463e-02 2.248313738145765739e-01 1.273890919649723452e+00
-9.392185764117539915e-01 -1.729545680644650751e-02 -1.508023466467003582e+00 1.981383167400371792e-01 -6.260039822367212967e-04 1.150221347435912145e-01 8.864235646861599871e-02 2.575024844537334712e-01 1.033315269231966926e+00
-8.802940670329324480e-01 -2.758180809316468363e-02 -1.366862295161516583e+00 3.322741841972009502e-01 1.406260713298019497e-03 1.317364430111690743e-01 9.222613771455365206e-02 2.949211596889075859e-01 8.460833645633542011e-01
-8.213695576541106824e-01 3.455187775100343472e-03 -1.337606907077893759e+00 2.642818036966593787e-01 -3.576796049702986660e-03 1.508795716226433714e-01 9.700619709214897135e-02 3.377772863697474648e-01 7.130984077280516642e-01
