#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
6.517431768164315686e-01 7.779369599183257877e-01 -3.357719676249182328e+00 -6.499266548591970949e-01 9.341699215307036272e-04 4.484800995489870878e+00 4.353755358630218009e-02 5.646029940061977115e+00 1.844178430773343782e-04
7.106676861952531121e-01 8.075479942390935140e-01 -3.466874211346870016e+00 -6.519254498092476036e-01 -1.583779093157132835e-03 5.136504656915215961e+00 4.015927666545428265e-02 6.466476240389646080e+00 1.152692959578416728e-04
7.695921955740748777e-01 8.283321649338197812e-01 -3.393749257144611065e+00 -8.033968795322159462e-01 1.977096576546415012e-03 5.882909880961139315e+00 3.647835516377206239e-02 7.406144744436977234e+00 7.198387378034689700e-05
8.285167049528966432e-01 8.447759404993744337e-01 -3.432816402316066551e+00 -8.090422943436158532e-01 -2.918386443413514809e-04 6.737778115496695364e+00 3.229284796485288461e-02 8.482360088629405936e+00 4.589481469821023223e-05
8.874412143317181867e-01 8.598907294296042059e-01 -3.688893425930276582e+00 -5.829069318813732137e-01 9.461897756471813342e-05 7.716870537246643735e+00 2.928804660251181288e-02 9.714964418865507767e+00 2.835836380605313907e-05
9.463657237105399522e-01 8.770062744512086006e-01 -3.683016397739031778e+00 -5.441834443523161369e-01 -1.407720987996716449e-03 8.838238640073624808e+00 2.756838581178387010e-02 1.112668321948980932e+01 1.686673999295283332e-05
1.005290233089361829e+00 8.878042927449166788e-01 -3.540396507532621140e+00 -7.324876975381299227e-01 6.010056471851767026e-04 1.012255704975989978e+01 2.526730495622528730e-02 1.274354430227893253e+01 1.043857704933146894e-05
1.064214742468183372e+00 8.953561700463098516e-01 -3.524051822340068529e+00 -8.215025782373386321e-01 -1.639382668317925082e-03 1.159350470138360301e+01 2.259895625931741120e-02 1.459535768032696623e+01 6.453553218194641238e-06
1.123139251847005138e+00 9.028209426597566534e-01 -3.419545319610376666e+00 -7.046751964013262537e-01 2.949392957843405185e-04 1.327820140704386986e+01 2.021834715424784476e-02 1.671626517424859415e+01 4.011762845365831911e-06
1.182063761225826903e+00 9.106286142036533748e-01 -3.275137373314802147e+00 -8.098176217720838288e-01 1.396847556516432869e-03 1.520770786291917531e+01 1.866564927046913958e-02 1.914536988377091831e+01 2.551577919362255561e-06
1.240988270604648447e+00 9.162734756169886863e-01 -3.314067794200146633e+00 -9.725076789236580810e-01 1.985199950999389743e-04 1.741759831427216199e+01 1.622966057422295730e-02 2.192745713026047483e+01 1.649542563144614325e-06
1.299912779983470212e+00 9.247303809177984668e-01 -3.478332103726257341e+00 -9.130973318599016064e-01 -1.207345305023931753e-03 1.994861643660631856e+01 1.433619915370143091e-02 2.511382016217850222e+01 1.038123919060645769e-06
1.358837289362291978e+00 9.302243277765965823e-01 -3.608287559392271859e+00 -7.452709069329978009e-01 -7.881183400698788921e-05 2.284742652543305397e+01 1.266781792260399976e-02 2.876320584696778582e+01 6.418676690758549547e-07
