#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
-1.410614651442327672e+00 2.018345725130663570e-01 -1.448117171769836009e+00 1.014211030941208014e+00 1.145257651027749117e-02 3.884949238138359767e-02 6.872023739329205516e-02 9.758551278383227612e-02 3.821093114974764671e+00
-1.351690142063505906e+00 -4.930583603690585903e-05 -1.168026487607194408e+00 -5.720722725446288903e-01 6.484561715244262052e-03 4.449486136317903906e-02 6.841639053723043429e-02 1.117660385300693060e-01 3.215865382480865620e+00
-1.292765632684684141e+00 -1.949541667379586229e-01 -1.058480458031200611e+00 2.923353577319239283e-01 -4.718145998180007378e-03 5.096058059891731690e-02 5.883916421232238819e-02 1.280071909482707881e-01 2.783151486453434131e+00
-1.233841123305862597e+00 1.718301945954199272e-01 -1.043160550792580299e+00 7.475184342171764529e-01 -7.770255371764465784e-03 5.836585833544889745e-02 7.406475546886924499e-02 1.466084076162244287e-01 2.412998085576279372e+00
-1.174916613927040832e+00 -7.265319008023540803e-02 -1.364374322920280935e+00 6.888923090599458066e-01 7.068479696760900620e-03 6.684722542792351230e-02 7.207104332319924644e-02 1.679126385364632656e-01 2.097014329978395430e+00
-1.115992104548219288e+00 1.364173416320695331e-01 -1.291318541824210575e+00 4.682753328202208243e-01 1.397260677851853202e-03 7.656105255454827285e-02 8.928877731849406418e-02 1.923126690938617156e-01 1.666352211403887118e+00
-1.057067595169397523e+00 -9.339967713366759128e-03 -1.079560932690461383e+00 5.013375468885634956e-02 1.548436475263194724e-03 8.768643321749283737e-02 8.183641529139383530e-02 2.202583618264912224e-01 1.477136994873923692e+00
-9.981430857905757570e-01 -6.007041734532370114e-02 -1.307227496869452166e+00 6.012751210971798432e-01 -4.995157820774411830e-04 1.004284856837310558e-01 9.051177665951976037e-02 2.522649505260181613e-01 1.243201729312707338e+00
-9.392185764117539915e-01 4.863977464932078831e-02 -1.424867817646169321e+00 3.507721189614003698e-01 1.403588564168036998e-02 1.150221347435912145e-01 9.633991983398799974e-02 2.889225395856934719e-01 1.036013220326567508e+00
-8.802940670329324480e-01 6.194473763437213787e-02 -1.431594722421658972e+00 2.545011681380180413e-01 2.447077035541922463e-03 1.317364430111690743e-01 9.955045281302195292e-02 3.309069837350906984e-01 8.445440982845852096e-01
-8.213695576541106824e-01 1.853391941459303638e-02 -1.326628694907867834e+00 5.232205343021487098e-02 -3.707448419360025345e-03 1.508795716226433714e-01 1.032283518757594193e-01 3.789923487508958244e-01 7.025112187244263451e-01
