#log(r)	rho	sigma2	sigma2r	beta	gamma	kappa	dlnbetadlnr
  -0.959176003468815	   0.468564742507362	   0.148546873747702	   0.052330010224830	   0.080672226992823	  -1.280896181436559	   0.106287040986036	   2.537266095201768
  -0.811217203295374	   0.266634969120354	   0.149607652980838	   0.057776004765951	   0.205278656884518	  -1.846000111488233	   0.146352597245061	   1.268831221952421
  -0.663258403121934	   0.126660618497713	   0.144158771665146	   0.058203597831930	   0.261599136178637	  -2.412616282471844	   0.027466677799255	   0.825281159850096
  -0.515299602948493	   0.054366558166052	   0.134821202271344	   0.058886486639925	   0.355244980943261	  -2.749590286731578	   0.003982155697040	   0.695043173007718
  -0.367340802775052	   0.022822852880634	   0.124541074038275	   0.058366485944076	   0.433111424957083	  -2.826654341893621	  -0.153607230729199	   0.399561879953964
  -0.219382002601611	   0.009554164287169	   0.107902546809514	   0.052658743153543	   0.475454593600049	  -2.866423994901883	  -0.256767240689775	   0.287608918905780
  -0.071423202428170	   0.003799430733907	   0.095196384937738	   0.048974323115551	   0.528099023307285	  -3.036046470213218	  -0.268865540476564	   0.292330226257978
   0.076535597745270	   0.001541398362277	   0.079828133492353	   0.043512155599297	   0.582691579021174	  -2.979149999464020	  -0.380043235671727	   0.185302012680924
   0.224494397918711	   0.000609635730052	   0.067245019586828	   0.037487521628662	   0.603101289904766	  -3.078073095528242	  -0.402428388988928	   0.127617053344709
   0.372453198092152	   0.000237916923416	   0.057070612080495	   0.033032889963477	   0.636154721194616	  -3.107834506320168	  -0.425993996292176	   0.114378325567548
   0.520411998265593	   0.000096019511067	   0.046909722477319	   0.027712773871368	   0.653644404290681	  -3.044320753257663	  -0.362715616958696	   0.103346422685061
   0.668370798439033	   0.000034865794515	   0.042562491138576	   0.026050537582196	   0.683078448874996	  -3.376425250987948	  -0.359403665859671	   0.084718110662144
   0.816329598612474	   0.000014246080880	   0.034195860193484	   0.021209160694706	   0.693842210785377	  -2.875687228521098	  -0.706952162723022	   0.013248794597240
   0.964288398785915	   0.000006408568435	   0.025345955970831	   0.015635303865396	   0.689463914835491	  -2.631034550468748	  -0.815514180640726	   0.001722001030750
   1.112247198959356	   0.000002533756621	   0.019894986893506	   0.012352023882624	   0.694666919261142	  -3.127051317719753	  -0.702368974699875	  -0.035274106323718
