#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho
-1.279478777192769368e+00 1.442710756802818572e-01 -7.547769012496289287e-01 2.007876305892019042e-01 -5.867771073883655195e-03 5.254376912142792039e-02 1.817480255575740916e-02 8.327626198679957681e-02 1.387538531349698512e-01
-1.136376397272773842e+00 -1.461413441940571101e-01 -5.946597729975304780e-01 -9.588615569322407606e-02 -2.750069019841212825e-02 7.305056894446010363e-02 1.595176551856246697e-02 1.157773494254860508e-01 1.043011944152075349e-01
-9.932740173527783156e-01 -1.943871773528713653e-01 -3.294758343911571297e-01 4.410738553014622032e-01 -2.939898627144949938e-03 1.015607694753873913e-01 1.706186995214345817e-02 1.609629721626539278e-01 9.376712377708543156e-02
-8.501716374327827896e-01 -3.183010239977912548e-03 -6.135355128850904505e-01 3.536888092888644808e-01 1.961061338178154371e-03 1.411979406248690116e-01 2.133271807716006357e-02 2.237836548858833929e-01 8.394440009028400485e-02
-7.070692575127872637e-01 5.825699658351224386e-03 -8.970475938713626807e-01 4.310280656058974175e-02 -1.939491184464732553e-03 1.963047202151772530e-01 2.154041410201468915e-02 3.111220147170179473e-01 6.258263004633399240e-02
-5.639668775927917377e-01 4.217363438689503141e-03 -1.018962617162357809e+00 1.318453114461903275e-01 -1.037801550844052751e-03 2.729185922133187669e-01 2.194736682170497430e-02 4.325468188949595505e-01 4.647853584849473418e-02
-4.208644976727962117e-01 2.358876518824437607e-02 -1.344402773115265015e+00 1.087401634740197409e-01 -1.409948146837647570e-03 3.794333518524381499e-01 2.349572247623847934e-02 6.013613363436316472e-01 3.197583243279228382e-02
-2.777621177528007412e-01 5.027402929035007517e-02 -1.785685758222534281e+00 -2.349154268257498332e-02 1.336542419616987450e-03 5.275187275824964050e-01 2.357785946344814407e-02 8.360608402412471607e-01 1.916363832310389453e-02
-1.346597378328051875e-01 1.185201592012516958e-01 -2.122915693681991733e+00 -9.310576937175134293e-02 7.351223232830039365e-04 7.333989133840763674e-01 2.313478205268180640e-02 1.162358945180800518e+00 9.857121183026975458e-03
8.442642087190326342e-03 2.035950844821486916e-01 -2.483895079214442081e+00 -2.204478746527639421e-01 -1.466172937884839414e-03 1.019630087102126881e+00 2.217466463540830254e-02 1.616004783876693107e+00 4.730307673895045237e-03
1.515450220071858090e-01 3.299621695114267617e-01 -2.933734662343298272e+00 -3.464195698418197633e-01 2.007403844829017559e-03 1.417571659230745240e+00 2.000654896928875243e-02 2.246699672540613424e+00 1.917995134663988974e-03
2.946474019271813627e-01 4.955439724766484977e-01 -3.316075303946337538e+00 -5.573995964676030646e-01 -1.093170053447904168e-03 1.970822001501937315e+00 1.764859473834458695e-02 3.123542373733006805e+00 6.842905855830881462e-04
4.377497818471769442e-01 6.271905707634393146e-01 -3.615029992394502401e+00 -7.518708437261466537e-01 1.451049955600122217e-05 2.739995072779500163e+00 1.385612408183099428e-02 4.342599538225223377e+00 2.156606774889688479e-04
5.808521617671722481e-01 7.722975028850855850e-01 -3.881849159064284738e+00 -8.389084473068291192e-01 -5.937477156658993102e-04 3.809361268107678722e+00 1.075278881495485631e-02 6.037430741448894800e+00 6.318322279641683530e-05
7.239545416871678851e-01 8.654254228135148663e-01 -4.151178342386561582e+00 -9.618153159588773704e-01 1.656105888114201268e-03 5.296080060552261770e+00 7.971538962055381775e-03 8.393721234698320544e+00 1.670195306388317247e-05
8.670569216071636331e-01 9.269089609853479184e-01 -4.397312922270302238e+00 -1.015090324050794246e+00 -6.581537836179958759e-04 7.363035961593761947e+00 5.704860048969899282e-03 1.166962557137632217e+01 4.097460482180024736e-06
1.010159301527159270e+00 9.602155122100044515e-01 -4.596285215956424253e+00 -1.170591127556720679e+00 1.377398710386816159e-03 1.023668410444490640e+01 4.083367714813916464e-03 1.622405095050962132e+01 9.209485533626077008e-07
1.153261681447154352e+00 9.789152601785522378e-01 -4.685727371851305278e+00 -1.410231815287664281e+00 -1.342974246387750297e-03 1.423186060760630944e+01 2.637644384948300853e-03 2.255597899305072573e+01 1.981691594710147199e-07
