#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 -2.612152332711770164e-02 -5.741585855419247819e-01 1.718554500051373557e-01 -8.398689300175239680e-03 8.171616960822593312e-02 1.753881703252377702e-02 1.295114009260750210e-01 1.017223596607246400e-01
-8.257872369262934109e-01 -7.588025714213730843e-02 -6.573725592820764962e-01 2.029134335676834322e-01 -4.647991061210631804e-03 1.493525916316219004e-01 2.069002219608851931e-02 2.367079057533822140e-01 7.398295708787787361e-02
-5.638824750215315484e-01 1.403026203107637926e-02 -1.072154840370505680e+00 1.072178815796358681e-01 -4.963380260951992745e-04 2.729716374865001627e-01 2.240207704416671483e-02 4.326308899873170244e-01 4.603396876883011912e-02
-3.019777131167696860e-01 4.719643908299564483e-02 -1.692118351552130084e+00 5.259020257565971690e-03 6.671545025853910455e-04 4.989100895942188418e-01 2.354630168435916521e-02 7.907192046480416847e-01 2.030143652731377160e-02
-4.007295121200771942e-02 1.695578264951668190e-01 -2.366521421847787021e+00 -1.732369712540183238e-01 -7.582988897442105147e-04 9.118576559486750721e-01 2.254462477221289354e-02 1.445196991406603182e+00 5.980406581780508060e-03
2.218318106927542055e-01 3.924825861699504648e-01 -3.059302367439850734e+00 -4.345313811335136389e-01 1.049548640983635718e-03 1.666601662412735996e+00 1.910642916891848800e-02 2.641385629302320126e+00 1.169284817269288521e-03
4.837365725975161235e-01 6.509196933196544910e-01 -3.658554828374525503e+00 -7.149445531389362340e-01 -7.706256720363676782e-04 3.046046806798136330e+00 1.334846526039152985e-02 4.827658848012278625e+00 1.493616128153238312e-04
7.456413345022779859e-01 8.579923972162811774e-01 -4.135189933961362918e+00 -9.177515335315407086e-01 7.532509773373926697e-04 5.567257826787955111e+00 8.066493026977957295e-03 8.823509030352083116e+00 1.417537145523371095e-05
1.007546096407039737e+00 9.507380001535673530e-01 -4.516054360884742103e+00 -1.146519353525228935e+00 2.025792537591396028e-05 1.017527361718764034e+01 4.412699381510416102e-03 1.612672188730986278e+01 1.019030362783292583e-06
1.269450858311801600e+00 9.838840322813151573e-01 -4.607774331320269923e+00 -1.514998279912148860e+00 1.444107344170578297e-04 1.859734116973173812e+01 2.023610881730621581e-03 2.947479941778463441e+01 6.109169344320488111e-08
1.531355620216563906e+00 9.953699790565214700e-01 -5.684748455503889630e+00 -2.567927265840688644e+00 -5.829960022896443989e-04 3.399034872135383978e+01 7.097964358125997183e-04 5.387107229785301143e+01 3.931796629298880978e-09
