#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-4.678225013811804778e-01 4.397979550036412721e-02 -6.562688866593880954e-01 -8.934287346534371121e-02 2.446544436273964587e-03 3.405473448943341919e-01 5.286170647489979793e-03
-4.088979920023588788e-01 5.765965538999939799e-02 -1.397393978472475373e+00 2.342318927786075367e-01 -1.412217510479122631e-03 3.900335878245125842e-01 5.223316187299163575e-03
-3.499734826235372243e-01 1.809755937863521957e-01 -1.031811558841366105e+00 -1.153389400472462356e-01 -7.130417479089943991e-05 4.467108668207760425e-01 5.633070382727198462e-03
-2.910489732447154032e-01 7.242014058154444545e-02 -1.096215550208760492e+00 -3.689519836875114200e-01 1.659322566673403915e-03 5.116241389589061273e-01 5.062368267872294041e-03
-2.321244638658938042e-01 1.356402005027915747e-01 -1.863484487784832000e+00 -1.473539485761981016e-01 -1.877871177179350325e-03 5.859702080416635539e-01 5.096412219589562496e-03
-1.731999544870721219e-01 1.077113514088124946e-01 -1.758523439450113690e+00 -6.210278416624386011e-02 2.367476023823381992e-04 6.711197900300193142e-01 4.863940089581961397e-03
-1.142754451082503564e-01 1.825179055612807799e-01 -2.217903247620179208e+00 2.191007295140837696e-01 -2.374296688224894307e-03 7.686427848869629154e-01 5.011246848816984165e-03
-5.535093572942868800e-02 1.904036218754534548e-01 -2.534071237140828270e+00 2.541731477461541266e-01 1.287916366584584364e-04 8.803372207700188579e-01 5.161893298054298987e-03
3.573573649392941358e-03 2.594905248603206482e-01 -2.544042670854581356e+00 3.651481778418761981e-01 -5.468232692151830162e-04 1.008262404215570562e+00 5.369079717691393853e-03
6.249808302821469735e-02 3.161508261036964917e-01 -2.562609142241762505e+00 4.877399783125793524e-03 -7.602889716471196652e-04 1.154776887503816907e+00 5.699560623760370828e-03
1.214225924070364004e-01 3.406113752117637672e-01 -2.563125868548674191e+00 -3.962343324229513075e-01 2.611568639667783895e-03 1.322581953207384586e+00 5.376190498579152231e-03
1.803471017858580550e-01 3.757162796353414880e-01 -2.681821122450961603e+00 -3.633816905474307468e-01 3.417905223396960923e-04 1.514771417646751717e+00 5.118533501482776076e-03
2.392716111646797927e-01 4.127227244697986297e-01 -2.861547319069784656e+00 -2.738755444361339331e-01 1.007117820401913152e-03 1.734888671477102129e+00 4.871362777653655621e-03
2.981961205435014750e-01 4.094587551640899159e-01 -2.964786722346569370e+00 -1.418966024735805465e-01 5.351427555435619120e-04 1.986992009061980813e+00 4.751925092456792815e-03
3.571206299223231295e-01 5.113485854963186750e-01 -3.215437899441528913e+00 2.597550302607989359e-01 -1.064412077965094924e-03 2.275729451109206991e+00 4.687357715695922300e-03
4.160451393011448395e-01 5.681357439960161848e-01 -3.156956919175514908e+00 1.802392684607224682e-01 7.922600954771042304e-04 2.606424440071446913e+00 5.098958313465119102e-03
4.749696486799664941e-01 5.828397091664242469e-01 -2.677427320063923588e+00 -6.052584049848099834e-01 -2.102449956875007339e-03 2.985173988274651524e+00 4.922311784291795098e-03
5.338941580587880376e-01 5.760773834054808695e-01 -2.613134685831212334e+00 -5.150615851917588195e-01 2.389701332632950849e-03 3.418961088328082099e+00 4.326655852769047648e-03
5.928186674376098031e-01 6.736031930077512886e-01 -2.958003227512477018e+00 -4.442122441993480164e-01 5.351588703118838547e-04 3.915783458322857236e+00 4.280254736051454859e-03
6.517431768164315686e-01 6.254005783127356555e-01 -2.826839030345694503e+00 -4.144032738646742375e-01 -4.520757098781750422e-06 4.484800995489870878e+00 3.835326800174268004e-03
7.106676861952531121e-01 6.988222126224286068e-01 -2.738101301940246479e+00 -4.308648082038393778e-01 6.336479558857209321e-04 5.136504656915215961e+00 3.825010197190750923e-03
7.695921955740748777e-01 7.162403332720420623e-01 -2.949599530296336702e+00 -9.787378650580821349e-01 -9.483984605843248390e-04 5.882909880961139315e+00 3.412128516381401130e-03
8.285167049528966432e-01 7.227850431360283157e-01 -2.672264499692315276e+00 -5.789560376157633081e-01 4.367662308365587967e-04 6.737778115496695364e+00 2.932846276468820731e-03
8.874412143317181867e-01 7.395888121899643064e-01 -2.943231068892627977e+00 -1.941277927586013488e-02 -5.125081654193174106e-04 7.716870537246643735e+00 2.916056802103113733e-03
9.463657237105399522e-01 7.598452547809665392e-01 -3.149787660167604031e+00 -3.616023007563097247e-01 -2.449290301676846607e-04 8.838238640073624808e+00 2.917437246845908019e-03
1.005290233089361829e+00 7.683472720004785872e-01 -2.805697612556294462e+00 -8.858524201966011535e-01 9.830078886980986612e-05 1.012255704975989978e+01 2.643513320079401031e-03
1.064214742468183372e+00 7.603921462552664101e-01 -2.753632789886070853e+00 -9.070824678995540458e-01 6.622052279071531308e-04 1.159350470138360301e+01 2.294059536883220375e-03
1.123139251847005138e+00 7.801782083487700525e-01 -2.737889801551192104e+00 -1.003083467080764235e+00 3.969244194927282567e-04 1.327820140704386986e+01 2.066725149277934791e-03
1.182063761225826903e+00 8.035716204188936285e-01 -2.445881209792664546e+00 -8.626410696018318447e-01 5.947753066287132752e-04 1.520770786291917531e+01 1.747399803221695276e-03
1.240988270604648447e+00 8.082265174597980106e-01 -2.839705546327990326e+00 -6.498865739667196717e-01 1.436800638513208248e-03 1.741759831427216199e+01 1.635389935500219287e-03
1.299912779983470212e+00 8.282111654467728679e-01 -3.130915803188186075e+00 -1.025348474955341649e+00 -2.684174973154555962e-04 1.994861643660631856e+01 1.464885861628403580e-03
1.358837289362291978e+00 8.078955469634793163e-01 -2.806609517762620687e+00 -1.018926108843488443e+00 -3.735047163546179115e-04 2.284742652543305397e+01 1.238183490639272605e-03
