#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 -5.169002578184089813e-03 -2.313925190479501279e-02 1.788235447177835280e-01 -1.035720944404602134e-02 8.171616960822593312e-02 5.991480350494384800e-03 1.028745624742778420e-01 9.687843777211871052e-03
-8.257872369262934109e-01 -4.100035033334747947e-01 -2.237819362392309275e-01 -1.196850959787765928e-01 1.410720078912499655e-03 1.493525916316219004e-01 3.845561040590886933e-03 1.880237729223656895e-01 9.586710257142350838e-03
-5.638824750215315484e-01 6.844122768357996378e-04 -7.295800248633123042e-01 1.930854094729734516e-01 4.527392356019270905e-04 2.729716374865001627e-01 5.186112652048032422e-03 3.436509311308203474e-01 7.396189289369788609e-03
-3.019777131167696860e-01 3.683422923809920313e-02 -1.454166428782171838e+00 -1.323679297539463728e-01 1.264048961991451597e-03 4.989100895942188418e-01 4.853999035410513398e-03 6.280905899906668033e-01 3.976570041432593919e-03
-4.007295121200771942e-02 4.400085349035487425e-02 -2.232200247134939808e+00 -2.248969855308475818e-01 1.181399324628272691e-03 9.118576559486750721e-01 4.420855949664938278e-03 1.147960775012849766e+00 1.280270659958549634e-03
2.218318106927542055e-01 -3.435823239235080706e-03 -2.716044309783177901e+00 -3.865424882529506223e-01 7.949280583001430093e-04 1.666601662412735996e+00 3.700807561640225181e-03 2.098127184149797486e+00 2.693152138741829638e-04
4.837365725975161235e-01 -5.202517811158857697e-02 -2.853242054188664500e+00 -4.856143878006064507e-01 -1.598523219221646122e-04 3.046046806798136330e+00 2.773522716207602393e-03 3.834745730592652002e+00 4.837399064673702522e-05
7.456413345022779859e-01 6.293063213692740021e-02 -2.859974859829159666e+00 -5.977933167436010331e-01 1.241294840515868268e-03 5.567257826787955111e+00 2.060283865822090232e-03 7.008762352153326880e+00 8.623936024453755496e-06
1.007546096407039737e+00 2.028948195302859858e-02 -2.823873356369162035e+00 -7.887549906337743000e-01 1.614993867420014837e-03 1.017527361718764034e+01 1.348658191914461077e-03 1.280991052863627644e+01 1.536490384918838133e-06
1.269450858311801600e+00 6.481653992709013323e-02 -2.901004974316968799e+00 -8.641554612960595794e-01 1.395274601010057427e-03 1.859734116973173812e+01 7.957372441709526911e-04 2.341266539038114658e+01 2.861104813441573845e-07
1.531355620216563906e+00 1.958574925529459332e-01 -3.240804956436549311e+00 -9.613048816620102244e-01 2.364012389561888795e-03 3.399034872135383978e+01 4.756078717789768767e-04 4.279131376105772944e+01 4.644680155096153232e-08
1.793260382121325769e+00 3.632596043332599889e-01 -3.670648119770227424e+00 -1.330181434084146463e+00 8.627661132812501025e-04 6.212413891076156602e+01 2.495910644531250367e-04 7.820965716058854866e+01 5.740758361054615235e-09
2.055165144026087631e+00 6.543776865558765810e-01 -3.121529112604188416e+00 3.208271579959603992e-01 -3.468490997670174193e-03 1.135442494880611122e+02 9.560648035828612633e-05 1.429437410436169955e+02 5.549263778065927454e-10
2.317069905930849494e+00 9.489458024352559473e-01 -2.111384783301264445e+00 2.734869016725535396e+00 1.536447271323725279e-02 2.075247531450898464e+02 3.675203183793544336e-04 2.612581853106651124e+02 1.330094779747276779e-10
2.578974667835611356e+00 9.880556308594681258e-01 -2.219452650834608409e+00 2.582579405126263605e+00 4.790676724631857952e-02 3.792928603791494879e+02 2.588438005018889147e-03 4.775014204434083354e+02 4.347823555181206736e-11
2.840879429740373219e+00 9.962001622108774823e-01 -3.188075477660352153e+00 1.727311485259612978e+00 8.830369851609361220e-02 6.932333215884656283e+02 8.280585437114936290e-03 8.727290448501973970e+02 9.147705042608380663e-12
3.102784191645135081e+00 9.987632293848144327e-01 -4.925185892666756438e+00 1.452392338158386975e+00 1.417385894825151371e-01 1.267022104450334609e+03 2.078834780718156680e-02 1.595086324597449902e+03 9.296674238541671848e-13
3.364688953549896944e+00 9.994921129623425271e-01 -9.935174216408366732e+00 1.114125680483118108e+00 2.167303340951191870e-01 2.315735500837276959e+03 4.773511591645859808e-02 2.915338268997941213e+03 2.406871340867095708e-14
