#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
4.749696486799664941e-01 8.911436097932656786e-03 -3.679855143081153468e+00 -9.544557353285572088e-01 -2.557393323233639760e-04 2.985173988274651524e+00 9.083112596829805152e-03
5.338941580587880376e-01 -4.414643102281790021e-04 -3.818693060377928994e+00 -8.616447166631538979e-01 -2.084149536731118627e-04 3.418961088328082099e+00 7.975712283126287425e-03
5.928186674376098031e-01 4.701132791977369330e-02 -4.003799308526172496e+00 -9.372752501024461669e-01 1.112759354905579591e-03 3.915783458322857236e+00 7.189367986788415196e-03
6.517431768164315686e-01 -1.720302164830433966e-02 -4.098422146657127563e+00 -1.100825870161288744e+00 3.349068138000300715e-04 4.484800995489870878e+00 6.184612733286231137e-03
7.106676861952531121e-01 9.602353415288811256e-03 -4.212411542986514768e+00 -8.268848714209338091e-01 2.174520176398028986e-04 5.136504656915215961e+00 5.332851186743392882e-03
7.695921955740748777e-01 3.243715569633609519e-02 -4.207321980648861981e+00 -9.983595104324143321e-01 -8.798723026566570822e-04 5.882909880961139315e+00 4.941569860938147853e-03
8.285167049528966432e-01 -1.240703873777404542e-01 -4.264844260274919030e+00 -1.087756924991444940e+00 1.137438532593962423e-04 6.737778115496695364e+00 4.067277237450405911e-03
8.874412143317181867e-01 -2.643391685200691121e-02 -4.567765495976290779e+00 -7.407967273997125845e-01 -2.019289816333072821e-03 7.716870537246643735e+00 3.678526197160993366e-03
9.463657237105399522e-01 9.849808258540437844e-02 -4.435598252147196163e+00 -9.738313044585469314e-01 -6.391930066986589113e-04 8.838238640073624808e+00 3.326607855739972461e-03
1.005290233089361829e+00 -2.915364991168201136e-02 -4.515645059996026944e+00 -1.152738395132255844e+00 3.266090829971388413e-04 1.012255704975989978e+01 2.824286756844355921e-03
1.064214742468183372e+00 -2.123940293073500740e-03 -4.532569716180034014e+00 -1.299680545735265813e+00 -4.409292663974262059e-04 1.159350470138360301e+01 2.433058325568686255e-03
1.123139251847005138e+00 -4.981591922245764970e-02 -4.897869772168290226e+00 -1.294768718564638821e+00 2.607400292780861681e-04 1.327820140704386986e+01 1.984918651296131622e-03
1.182063761225826903e+00 -8.617869150684676072e-02 -4.849579206097667239e+00 -1.121794738029297189e+00 -6.748758303098737182e-04 1.520770786291917531e+01 1.712242596333609116e-03
1.240988270604648447e+00 2.159216156370813433e-02 -4.096314122247606271e+00 -1.357691476932675334e+00 2.099573024975255348e-03 1.741759831427216199e+01 1.463997393406083402e-03
1.299912779983470212e+00 -9.522536783932378235e-02 -4.807425675953179045e+00 -1.366215498356593061e+00 1.285025075580296765e-03 1.994861643660631856e+01 1.184575343399905077e-03
1.358837289362291978e+00 -3.305877726609440792e-02 -5.207856666398401835e+00 -8.324733829552396491e-01 5.688096385404287384e-04 2.284742652543305397e+01 1.010492623570453507e-03
