#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-1.410614651442327672e+00 1.613664034470619901e-01 3.766934410408830369e-01 1.844783202361462982e+00 4.646629520824976933e-02 3.884949238138359767e-02 1.586958446672984482e-02
-1.351690142063505906e+00 4.059737758107049288e-01 1.247827905963927675e+00 -9.267879015141471111e-03 4.162898517790294267e-02 4.449486136317903906e-02 1.850552927880060039e-02
-1.292765632684684141e+00 5.513126146788127624e-01 -2.484952518116094300e+00 -8.614618307496632044e-01 4.153180420398712436e-02 5.096058059891731690e-02 1.582972407341003487e-02
-1.233841123305862597e+00 -2.819055847722573560e-03 -3.499057576717066742e-01 -6.149961797251980028e-02 -4.675944149494171143e-02 5.836585833544889745e-02 1.464802523454030239e-02
-1.174916613927040832e+00 8.019805240302413374e-02 8.285046866035102875e-01 3.170866748133257529e-01 1.551019027829170227e-03 6.684722542792351230e-02 1.556774377822876115e-02
-1.115992104548219288e+00 3.215247288725362473e-01 -5.413542827186220707e-01 -3.316485549489406326e-01 1.970377293500033197e-02 7.656105255454827285e-02 1.596421003341674805e-02
-1.057067595169397523e+00 -2.919834465960997605e-01 -1.061253874457486868e+00 9.244184673401858454e-01 7.249762485553692612e-03 8.768643321749283737e-02 1.422791357164259092e-02
-9.981430857905757570e-01 -1.441280710321046765e-01 -8.285184079310048411e-01 1.262116709553766869e+00 1.966555913289387905e-02 1.004284856837310558e-01 2.051583711091462675e-02
-9.392185764117539915e-01 4.558309918897962554e-02 -9.091124612692663698e-01 -7.777723083711295393e-01 -6.031344334284464807e-03 1.150221347435912145e-01 2.003920251044674292e-02
-8.802940670329324480e-01 -9.718153693066500232e-02 -6.389045598535122439e-01 -1.780779556973189071e-01 -1.175716595771985132e-02 1.317364430111690743e-01 1.661229133605957031e-02
-8.213695576541106824e-01 -7.885994675615459748e-02 -3.426069299689319947e-01 3.732691978037545044e-01 1.238491526051956060e-02 1.508795716226433714e-01 1.909387705426563234e-02
-7.624450482752889169e-01 2.332676582623194328e-02 -5.027656903089261498e-01 5.493960177259387540e-02 -1.292941927909851095e-02 1.728044617927197713e-01 1.838310837745666532e-02
-7.035205388964672624e-01 5.265587222085477137e-03 -1.002942896758413527e+00 1.700657940060320006e-01 -1.109103477953934849e-03 1.979153419798685976e-01 1.938066612674943512e-02
-6.445960295176456079e-01 -5.700288351927662589e-02 -8.765337324377427963e-01 -6.506554774519972273e-02 2.380430091069428260e-03 2.266751806327409469e-01 1.925134311770421158e-02
-5.856715201388238423e-01 -9.540173655402961472e-02 -1.057836927617896494e+00 2.806746243477816205e-01 2.302360639237520813e-03 2.596142219237967952e-01 1.904148386235822443e-02
-5.267470107600021878e-01 -5.996978704095190515e-02 -1.150021737514687947e+00 2.464986968218150776e-01 -6.157628237329878032e-04 2.973397618431773970e-01 2.077486754898766677e-02
-4.678225013811804778e-01 -7.426348960079720563e-02 -1.252525204997428254e+00 2.965613128044666258e-01 5.495851574982620925e-03 3.405473448943341919e-01 2.035871761570255331e-02
-4.088979920023588788e-01 9.028848890469853838e-02 -1.477332242941309381e+00 1.790233265313435074e-01 5.301447956158722441e-03 3.900335878245125842e-01 2.251581767897024161e-02
-3.499734826235372243e-01 2.570840448851696713e-02 -1.526242446550674092e+00 -2.133488562888688489e-01 -3.243256537063679036e-03 4.467108668207760425e-01 2.137214647236104770e-02
-2.910489732447154032e-01 4.906323663383527212e-02 -1.791413571528714943e+00 -5.448448790910388057e-02 -6.009986395469605778e-04 5.116241389589061273e-01 2.124930694645801518e-02
-2.321244638658938042e-01 1.434834472038959419e-02 -1.902647930341064830e+00 -1.833179700544778634e-01 1.718327605901695749e-03 5.859702080416635539e-01 2.105848862423705115e-02
-1.731999544870721219e-01 2.189116792119494281e-02 -1.928189770393937019e+00 -2.794344294725202293e-01 2.028950750192345161e-03 6.711197900300193142e-01 2.021812731777427111e-02
-1.142754451082503564e-01 -4.135658845887424384e-02 -2.188499386197788610e+00 -2.672184390555474298e-01 3.629956217207146955e-03 7.686427848869629154e-01 1.952073317307692277e-02
-5.535093572942868800e-02 -7.965768471404510720e-03 -2.292515347990514929e+00 -2.767867716227287445e-01 -3.456333134294677935e-04 8.803372207700188579e-01 1.880396768718422401e-02
3.573573649392941358e-03 6.270841762769263639e-03 -2.440157220393307735e+00 -3.994170664433490670e-01 -2.898895314345720318e-03 1.008262404215570562e+00 1.810827476947096670e-02
6.249808302821469735e-02 2.824111311913912736e-02 -2.621894469681838036e+00 -5.481941148059018554e-01 -2.916731335935885544e-03 1.154776887503816907e+00 1.687246697934129819e-02
1.214225924070364004e-01 -8.909694773976628568e-03 -2.782407861132667470e+00 -4.908670622283491936e-01 3.077056369256905973e-04 1.322581953207384586e+00 1.560532929026357471e-02
1.803471017858580550e-01 2.738621733073709485e-03 -2.975388885276613937e+00 -4.759915349050018452e-01 8.739277199142979173e-04 1.514771417646751717e+00 1.476829589590053504e-02
2.392716111646797927e-01 8.438090951338517165e-03 -3.291462300720634726e+00 -6.053925676306614045e-01 1.948910126961676511e-03 1.734888671477102129e+00 1.371443125495977466e-02
2.981961205435014750e-01 3.768806199483798469e-02 -3.460043581375999100e+00 -8.871281533456416568e-01 1.032042570391210768e-03 1.986992009061980813e+00 1.253099235956537001e-02
3.571206299223231295e-01 -6.176604668669560816e-02 -3.521616734563763451e+00 -7.105219493649514995e-01 7.620629810151599310e-04 2.275729451109206991e+00 1.078029435778421127e-02
4.160451393011448395e-01 9.051355770303137760e-03 -3.574171994730309887e+00 -6.312816383478249138e-01 2.061107868613859181e-03 2.606424440071446913e+00 1.033358820003146307e-02
