#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 -8.174264653691731830e-02 -1.273512415512052076e+00 3.703649541150113023e-01 7.970257655083674495e-03 8.171616960822593312e-02 8.156516548309092340e-02 1.453141818815565645e-01 1.574274613796929012e+00
-8.257872369262934109e-01 1.549906123675570679e-02 -1.431175153977058079e+00 2.202957885414696393e-01 1.067845818617943303e-02 1.493525916316219004e-01 9.384270200585710653e-02 2.655906385344647402e-01 6.842927666305058665e-01
-5.638824750215315484e-01 2.382822993170774506e-02 -1.643595595396489140e+00 9.581729120030797742e-02 -5.768753607201792047e-03 2.729716374865001627e-01 1.063892515745457068e-01 4.854198424668522138e-01 2.801672171223648644e-01
-3.019777131167696860e-01 -1.969499942437913376e-02 -1.995532217246986928e+00 -8.859642689550834005e-02 2.931730826354828545e-04 4.989100895942188418e-01 1.053393207411379567e-01 8.872015397860736341e-01 9.425641620954994249e-02
-4.007295121200771942e-02 5.381530806174361636e-02 -2.417526515584329960e+00 -2.543868578817849446e-01 -4.843617756459080853e-03 9.118576559486750721e-01 9.560709039800972808e-02 1.621537694459884937e+00 2.524285867599689384e-02
2.218318106927542055e-01 1.324131587189354420e-01 -2.843386289734602723e+00 -4.067519133918797714e-01 3.879980384443526488e-04 1.666601662412735996e+00 7.750687995435354138e-02 2.963683421005208096e+00 5.104903186520424151e-03
4.837365725975161235e-01 3.550232030869105992e-01 -3.211080371097596142e+00 -5.662300977296323978e-01 4.542671477057340433e-04 3.046046806798136330e+00 5.853688061353178040e-02 5.416722318543934378e+00 8.179857113420694725e-04
7.456413345022779859e-01 6.115660108845327736e-01 -3.502694031833532673e+00 -7.896167884733538145e-01 -1.517990575692856978e-03 5.567257826787955111e+00 3.915106107393556689e-02 9.900139963755060890e+00 1.061678518392344332e-04
1.007546096407039737e+00 8.358847872828876202e-01 -3.675974961832434662e+00 -1.085125992183955557e+00 1.970479453638306739e-04 1.017527361718764034e+01 2.258503570732562152e-02 1.809447956495705156e+01 1.196743905738934514e-05
1.269450858311801600e+00 9.430615578214415207e-01 -3.844503828879041851e+00 -1.288300987213540694e+00 2.823859186024809884e-04 1.859734116973173812e+01 1.057655440177389036e-02 3.307126888360312478e+01 1.260324375271139098e-06
1.531355620216563906e+00 9.825357255703144332e-01 -4.274316227100192656e+00 -1.402179584006786994e+00 -1.054130732425063218e-03 3.399034872135383978e+01 4.775253756407451568e-03 6.044433727122635958e+01 1.159347165871724383e-07
