#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-1.410614651442327672e+00 -2.147482825275757179e-01 -2.060676969051890683e+00 -6.763301686916285416e-01 -9.537980252621220539e-03 3.884949238138359767e-02 4.780084479088876626e-02
-1.351690142063505906e+00 -9.302899180010459901e-02 -2.517137673810452281e+00 7.239386745313862725e-01 -6.224854399518268966e-02 4.449486136317903906e-02 6.042661899473609349e-02
-1.292765632684684141e+00 -1.322455493966945284e-02 -6.346548839232371009e-01 5.619441049401687760e-01 -1.567817710596939576e-03 5.096058059891731690e-02 5.817696143840921097e-02
-1.233841123305862597e+00 -3.923893010764705203e-01 -4.780987491959699520e-01 1.519484910396286637e+00 8.995135418780439429e-02 5.836585833544889745e-02 7.038058243788682111e-02
-1.174916613927040832e+00 1.093036890515129977e-01 -3.263582213067263704e-01 -4.374427963169230660e-01 -2.379012735266434336e-02 6.684722542792351230e-02 8.786599677905701511e-02
-1.115992104548219288e+00 -2.347204973742611500e-01 -2.055788385223189962e+00 1.744541281916345832e-01 1.783717734904228733e-02 7.656105255454827285e-02 6.250296966939032639e-02
-1.057067595169397523e+00 2.181407652545785947e-01 -1.608933433143070912e+00 1.241842599920315093e+00 -2.441295961133476636e-03 8.768643321749283737e-02 9.212554879739981439e-02
-9.981430857905757570e-01 -1.261113989612767661e-01 -1.183735024524169122e+00 3.173724956886782023e-01 -2.260987654976222890e-03 1.004284856837310558e-01 8.754887788192085296e-02
-9.392185764117539915e-01 1.982265914407456142e-01 -1.576191636550489106e+00 4.578517816592874712e-01 2.262840420007705602e-03 1.150221347435912145e-01 1.004111925760904911e-01
-8.802940670329324480e-01 2.202542762578529878e-02 -1.029154043111820904e+00 -6.331274547885947790e-01 -9.113299776111128542e-03 1.317364430111690743e-01 9.913065306533723475e-02
-8.213695576541106824e-01 -1.208908161156136973e-01 -1.487608863514438440e+00 -1.782698848584651496e-01 1.777403278863808750e-02 1.508795716226433714e-01 8.456072072819567631e-02
-7.624450482752889169e-01 5.166783958200049653e-02 -1.398965147501787909e+00 7.462528520324757109e-01 3.501135145985541201e-03 1.728044617927197713e-01 9.444936366352912893e-02
-7.035205388964672624e-01 6.117367872336854084e-02 -1.344921684457397015e+00 1.212193876995747849e-01 2.938340998678313359e-02 1.979153419798685976e-01 1.035413545587361428e-01
