#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-6.445960295176456079e-01 -1.869202507007017289e-02 -1.652977337096342758e+00 1.587046850254854313e-01 -5.312557052937773826e-03 2.266751806327409469e-01 9.760782201137566116e-02
-5.856715201388238423e-01 4.959400611432740469e-02 -1.741568181933679016e+00 4.095430158326223702e-01 2.587139540904163492e-03 2.596142219237967952e-01 1.080978443913727244e-01
-5.267470107600021878e-01 -1.062870329520304580e-02 -1.430797696217424919e+00 8.118187104973588475e-02 -5.708184442171340169e-03 2.973397618431773970e-01 1.090809382252348608e-01
-4.678225013811804778e-01 6.230825790546978826e-02 -1.778890336115357185e+00 -1.089011013794905364e-01 -1.789405652724265425e-02 3.405473448943341919e-01 1.105055874153318268e-01
-4.088979920023588788e-01 2.938189204875218952e-02 -2.053591807291613947e+00 -2.261267825634070971e-01 -9.986312323697937171e-03 3.900335878245125842e-01 1.059046372017136417e-01
-3.499734826235372243e-01 -7.123994308813497156e-02 -1.852302662252730769e+00 2.940721288297613954e-03 -6.276993120339874159e-03 4.467108668207760425e-01 1.039286816080367132e-01
-2.910489732447154032e-01 1.254067482340748274e-02 -1.900066686472484889e+00 1.879879557456482636e-02 1.019262495537645585e-02 5.116241389589061273e-01 1.059891813968280722e-01
-2.321244638658938042e-01 -6.002149554390667774e-02 -2.115231864689528507e+00 -2.581689845954304036e-02 3.138911561733723210e-03 5.859702080416635539e-01 1.044601963120357080e-01
-1.731999544870721219e-01 2.670221624734292476e-02 -2.199039942955093530e+00 -2.153712073168555785e-01 -7.745184463607996186e-03 6.711197900300193142e-01 1.052492577548218844e-01
-1.142754451082503564e-01 2.561227605151172870e-02 -2.308433151828458207e+00 -3.795933838191819509e-01 -5.280974852765608039e-03 7.686427848869629154e-01 9.853024262599635597e-02
-5.535093572942868800e-02 5.304739096439170520e-02 -2.332196109007004026e+00 -2.765838779288796179e-01 1.026397819472351378e-03 8.803372207700188579e-01 9.494767486684324576e-02
3.573573649392941358e-03 4.363151779337692826e-02 -2.454718957075501251e+00 -1.986504071298067775e-01 -4.338739320623409210e-03 1.008262404215570562e+00 9.140593882048352048e-02
6.249808302821469735e-02 9.572233159383247703e-02 -2.755021325885937511e+00 -3.234927534503800883e-01 -8.357433883896538476e-03 1.154776887503816907e+00 8.996499877833037673e-02
1.214225924070364004e-01 1.003214641588632272e-01 -2.797477193950682839e+00 -4.632780303584964621e-01 -4.129829634215691041e-03 1.322581953207384586e+00 8.372421996532278254e-02
1.803471017858580550e-01 1.538011014270544985e-01 -2.764016265534230410e+00 -4.079974604640809188e-01 3.819819899937107813e-03 1.514771417646751717e+00 7.933717223069026991e-02
2.392716111646797927e-01 1.309953714545603054e-01 -2.861738824881967069e+00 -5.110047755402706837e-01 2.621637708018262087e-03 1.734888671477102129e+00 7.494954654678760708e-02
2.981961205435014750e-01 1.581538775921601525e-01 -2.971425671987398598e+00 -4.761086754020578682e-01 2.698478386652251697e-03 1.986992009061980813e+00 6.906456896843420068e-02
3.571206299223231295e-01 2.437945817724098685e-01 -3.176210085877287259e+00 -3.644213708483318159e-01 5.249649401337023839e-03 2.275729451109206991e+00 6.586581491595529247e-02
4.160451393011448395e-01 3.182291100765649583e-01 -3.153476632348482411e+00 -4.563883717561689757e-01 2.007841522316930385e-03 2.606424440071446913e+00 6.256170913103191455e-02
4.749696486799664941e-01 3.846175360606067795e-01 -3.029892600121940394e+00 -5.893161257185123292e-01 -5.370183021017590173e-03 2.985173988274651524e+00 5.819358969634433332e-02
5.338941580587880376e-01 4.339334880290453000e-01 -3.429301860061235274e+00 -7.560507795314567181e-01 -3.827884664365656820e-03 3.418961088328082099e+00 5.331608818384223764e-02
5.928186674376098031e-01 4.815189435060033274e-01 -3.481249417746660413e+00 -7.341920216800789101e-01 -8.552643186699676137e-05 3.915783458322857236e+00 4.739966858841727221e-02
6.517431768164315686e-01 5.539111568998764668e-01 -3.409518432738278371e+00 -5.767114903136307813e-01 1.785477405701833831e-03 4.484800995489870878e+00 4.368521407501494563e-02
7.106676861952531121e-01 6.214347340852703905e-01 -3.598659534529788484e+00 -7.627450362827298269e-01 -4.317007709438109263e-03 5.136504656915215961e+00 4.053315616301622626e-02
7.695921955740748777e-01 6.668916062680270151e-01 -3.544858735265911776e+00 -8.502619625275064097e-01 2.087751970122000197e-03 5.882909880961139315e+00 3.551777193035630248e-02
8.285167049528966432e-01 7.361399073027874440e-01 -3.552389562570157810e+00 -9.596353168710733961e-01 -2.724560570341464164e-03 6.737778115496695364e+00 3.218161863357057312e-02
8.874412143317181867e-01 7.766171978449581959e-01 -3.602883385557035023e+00 -1.023118975195419056e+00 -3.333720087816144633e-03 7.716870537246643735e+00 2.737496885369205754e-02
9.463657237105399522e-01 8.326135452914712465e-01 -3.880103920263082706e+00 -9.042135589631433712e-01 -1.192722920972553438e-03 8.838238640073624808e+00 2.438003454500357187e-02
1.005290233089361829e+00 8.636195342919388285e-01 -3.775720024326053803e+00 -1.036353221770055510e+00 5.351677267124476181e-03 1.012255704975989978e+01 2.141869236046160113e-02
1.064214742468183372e+00 8.950381343077771223e-01 -3.287251946741644115e+00 -1.336111453420176343e+00 -2.469110006725235874e-03 1.159350470138360301e+01 1.840352885199075111e-02
1.123139251847005138e+00 9.164007277881613955e-01 -3.712136871973537922e+00 -1.492340718440721359e+00 6.724812402357025452e-03 1.327820140704386986e+01 1.490505315999481571e-02
1.182063761225826903e+00 9.335394845059168389e-01 -4.178323271703002995e+00 -1.320000281881085868e+00 -3.608081939529803094e-04 1.520770786291917531e+01 1.227524636098074710e-02
1.240988270604648447e+00 9.537396528831185716e-01 -3.612379003385735032e+00 -1.458209637550608173e+00 1.549959182739257812e-03 1.741759831427216199e+01 1.041772265634137093e-02
1.299912779983470212e+00 9.594862362584682947e-01 -3.829231011341811985e+00 -1.441906849877665042e+00 -3.265927477580744982e-03 1.994861643660631856e+01 8.263835092870200003e-03
1.358837289362291978e+00 9.726314862671742167e-01 -4.005287542074050577e+00 -1.644451426681911466e+00 -4.533501350667394104e-04 2.284742652543305397e+01 7.044423933663766270e-03
