#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2                  r_r2                   rho         
-1.087691998831055384e+00 -1.675605038075138609e-01 -5.479049626604631795e-01 -1.356963453429852196e-01 6.356350685420788897e-03 8.171616960822593312e-02 1.437596114058243592e-02 8.171616960822593312e-02 4.359529699745341713e-02
-8.257872369262934109e-01 -1.792318387961691073e-01 -3.330499496454220054e-01 3.953919082723934553e-01 4.544909947957747644e-03 1.493525916316219004e-01 2.258134499574318901e-02 1.493525916316219004e-01 3.054524233655011439e-02
-5.638824750215315484e-01 -4.849260692484858026e-02 -4.939062878388465472e-01 1.069315940816923521e-02 4.655848079257541260e-03 2.729716374865001627e-01 2.316044701470269113e-02 2.729716374865001627e-01 2.917325614284364821e-02
-3.019777131167696860e-01 2.566435897360253016e-02 -1.279852381108245840e+00 -1.000702948930289465e-01 5.214014011173404104e-04 4.989100895942188418e-01 2.287446707016443925e-02 4.989100895942188418e-01 1.683568369013300342e-02
-4.007295121200771942e-02 -3.515863604772007101e-02 -2.036835609447944506e+00 -1.700665329877620591e-01 1.026701340472671413e-03 9.118576559486750721e-01 2.052717400877267576e-02 9.118576559486750721e-01 6.231405867054888581e-03
2.218318106927542055e-01 6.379131503527302183e-02 -2.598800827641581712e+00 -2.986670838694920338e-01 -7.564857413497152235e-04 1.666601662412735996e+00 1.863238781313352951e-02 1.666601662412735996e+00 1.443167921696814548e-03
4.837365725975161235e-01 3.733491593340365622e-02 -2.866518209091533986e+00 -5.227079979915700836e-01 -1.131877428990893256e-03 3.046046806798136330e+00 1.431807064430567003e-02 3.046046806798136330e+00 2.712123206873608399e-04
7.456413345022779859e-01 1.813935260409649253e-02 -2.940304381826337909e+00 -6.768054720362505217e-01 5.762570232308499105e-04 5.567257826787955111e+00 9.919027343585566647e-03 5.567257826787955111e+00 4.547862532256341116e-05
1.007546096407039737e+00 6.582131114955880324e-02 -2.979860976860033706e+00 -7.794551598736357834e-01 2.609429162092456560e-03 1.017527361718764034e+01 6.329470044877385897e-03 1.017527361718764034e+01 7.818977740535407991e-06
1.269450858311801600e+00 7.126585576212018935e-02 -2.996283807749502426e+00 -8.841204510987200615e-01 1.610116637331007175e-03 1.859734116973173812e+01 3.874209050575826499e-03 1.859734116973173812e+01 1.250051108436519696e-06
1.531355620216563906e+00 9.494717282513676082e-02 -3.069025685115196911e+00 -1.041347952846336966e+00 6.658375282251046768e-04 3.399034872135383978e+01 2.178997020301100002e-03 3.399034872135383978e+01 2.107016721487043939e-07
1.793260382121325769e+00 9.346751944998354933e-02 -3.308821347580944483e+00 -1.223230567092226329e+00 -1.722148964076749807e-03 6.212413891076156602e+01 1.103354513826147179e-03 6.212413891076156602e+01 3.085623169004679830e-08
2.055165144026087631e+00 1.632323914162374656e-01 -3.183604192958826573e+00 -4.684659403459991989e-01 -1.976182038096121682e-03 1.135442494880611122e+02 4.983297504942221529e-04 1.135442494880611122e+02 3.894716475907226551e-09
2.317069905930849494e+00 6.305042549845412125e-01 -2.417749411131577375e+00 2.110918399184043892e+00 1.353481370089764518e-02 2.075247531450898464e+02 6.270875159259997524e-04 2.075247531450898464e+02 6.633468795938057717e-10
2.578974667835611356e+00 9.263379977353574102e-01 -2.126107868882569640e+00 2.936220397161552143e+00 6.953741379379951848e-02 3.792928603791494879e+02 6.356762372193448113e-03 3.792928603791494879e+02 2.108801394204591971e-10
2.840879429740373219e+00 9.791087770514831368e-01 -2.672023619901801261e+00 1.736061833412994027e+00 1.377679079196851564e-01 6.932333215884656283e+02 2.164454012646150477e-02 6.932333215884656283e+02 5.105815767710861231e-11
3.102784191645135081e+00 9.937786878771769361e-01 -3.355991874540766862e+00 1.445824912704058995e+00 2.200572368468742823e-01 1.267022104450334609e+03 5.159429698977421874e-02 1.267022104450334609e+03 8.402417559894297729e-12
3.364688953549896944e+00 9.979708493906520594e-01 -4.715153319873234494e+00 1.429810309325469486e+00 3.461557131761695549e-01 2.315735500837276959e+03 1.237899028169381771e-01 2.315735500837276959e+03 8.915888619212024699e-13
