#           logr                   beta                      gamma                  kappa                  VR_average                  r                  sigmarad2 
-1.292765632684684141e+00 8.132169322824754909e-01 -4.456300201951530759e-01 -4.915913470645866035e+00 1.808215379714965820e-01 5.096058059891731690e-02 5.093139906724293564e-02
-1.233841123305862597e+00 -2.520606938478251990e+01 -4.456300201951644002e-01 -5.910458635546616435e+00 1.955048491557439053e-02 5.836585833544889745e-02 5.765220460792381835e-04
-1.174916613927040832e+00 -5.776555175310673640e-01 -2.999999999999998224e+00 1.079280736086073489e+01 -8.683386445045472232e-03 6.684722542792351230e-02 1.024339348077774048e-02
-1.115992104548219288e+00 -3.913263884250504088e-01 -2.177676538763958280e+00 4.843955206069514574e+00 6.877419352531433105e-02 7.656105255454827285e-02 1.078295210997263533e-02
-1.057067595169397523e+00 8.900102948279284831e-01 1.048580630958506177e+00 2.260170074415658981e+00 1.498974859714508057e-01 8.768643321749283737e-02 3.813284635543823242e-02
-9.981430857905757570e-01 1.571121566608284503e-01 -1.267953481431194351e+00 -5.232948980811016781e+00 -1.241808491093771699e-02 1.004284856837310558e-01 1.991115723337445742e-02
-9.392185764117539915e-01 -1.439760360637409420e+00 -1.505789348846310549e+00 -4.810391230908987126e+00 -3.408898909886677597e-02 1.150221347435912145e-01 9.217249022589789689e-03
-8.802940670329324480e-01 -8.056372945535821728e+00 5.564938271052921603e-01 3.705087898389348045e+00 -2.641398310661316126e-02 1.317364430111690743e-01 5.397549271583557476e-03
-8.213695576541106824e-01 1.356295507587734761e-02 2.938769917225552142e-01 5.934517079075721568e+00 5.276135422966696936e-02 1.508795716226433714e-01 2.519081939350474933e-02
-7.624450482752889169e-01 2.949340286215423879e-01 -3.112875363583230900e-02 -6.447799840782336700e-01 -5.723182273947673843e-03 1.728044617927197713e-01 2.701305047325465794e-02
-7.035205388964672624e-01 -2.731095481513241552e-01 7.582591595386900529e-01 -6.771015773987884567e-02 -2.941105825205643791e-04 1.979153419798685976e-01 2.114733308553695679e-02
-6.445960295176456079e-01 7.550579666404644286e-02 -1.809394821509415219e-01 9.565815431865509755e-01 2.851522737933743189e-03 2.266751806327409469e-01 2.652125397036152535e-02
-5.856715201388238423e-01 1.165803793549571310e-01 -7.938454938639153413e-01 1.402299110643459024e-01 1.000351298089120940e-02 2.596142219237967952e-01 2.741497170691396465e-02
-5.267470107600021878e-01 3.101404685881830048e-01 -8.096574865962167245e-01 -5.158343775773741591e-01 2.328426923070634966e-02 2.973397618431773970e-01 2.754989905016762622e-02
-4.678225013811804778e-01 1.401483792386496452e-01 -1.583279482907899438e-01 -4.916539098073040015e-01 -5.992121022680531491e-03 3.405473448943341919e-01 2.383401601210884471e-02
-4.088979920023588788e-01 1.203067965289166263e-01 -1.166167116691440464e+00 7.331195079016820937e-02 -1.473263190495028088e-02 3.900335878245125842e-01 2.410899356193067777e-02
-3.499734826235372243e-01 8.725572118599544957e-02 -1.296856977852485882e+00 3.910231077792276078e-01 1.801353021962753234e-04 4.467108668207760425e-01 2.431291144415242619e-02
-2.910489732447154032e-01 1.553078334023715312e-01 -1.196718150312615192e+00 -3.214135737098256507e-01 4.879957094242435775e-03 5.116241389589061273e-01 2.680777504806119288e-02
-2.321244638658938042e-01 6.351276468218991500e-02 -1.271582410235001515e+00 -4.458940951170949907e-01 -1.424858240577263607e-03 5.859702080416635539e-01 2.228223211397000608e-02
-1.731999544870721219e-01 6.297838775043018700e-02 -1.635643212800463209e+00 3.792516062419404310e-01 -3.218471222236508368e-03 6.711197900300193142e-01 2.375267841776863495e-02
-1.142754451082503564e-01 1.515550673101787593e-01 -1.944381863423756851e+00 1.060639959928854625e-01 -4.652001884546172646e-03 7.686427848869629154e-01 2.469750736536604693e-02
-5.535093572942868800e-02 2.640611878200878060e-01 -2.066382782835447962e+00 1.966713124598908069e-01 -4.998269339500390103e-03 8.803372207700188579e-01 2.444624313579991590e-02
3.573573649392941358e-03 3.238276395246733053e-01 -2.216963537057235367e+00 7.736579604014688638e-02 -3.099292029211279465e-04 1.008262404215570562e+00 2.605137466214345332e-02
6.249808302821469735e-02 3.340035945114679938e-01 -2.423890008760862358e+00 -7.014739059672298049e-01 -1.988632508008128779e-03 1.154776887503816907e+00 2.496488730745961490e-02
1.214225924070364004e-01 2.149266735602806122e-01 -2.550874692034326596e+00 2.107865226232823880e-02 2.627520863689593311e-03 1.322581953207384586e+00 2.153588053005844882e-02
1.803471017858580550e-01 3.951061205814910826e-01 -2.799123197264099971e+00 3.855055566003273149e-01 2.286455828887024293e-03 1.514771417646751717e+00 2.510809183541218639e-02
2.392716111646797927e-01 4.231950213784648751e-01 -2.697280452972050657e+00 -1.360756383715396121e-03 -3.257573703995020418e-03 1.734888671477102129e+00 2.391079879059808400e-02
2.981961205435014750e-01 4.680377360144549748e-01 -2.596120947934719148e+00 -1.038618822786691598e-01 -2.178620943492452170e-03 1.986992009061980813e+00 2.509882235120312888e-02
3.571206299223231295e-01 4.941454455308155191e-01 -2.884967131689197828e+00 -4.654195667797144664e-01 1.081939075829391889e-03 2.275729451109206991e+00 2.324631208478696379e-02
4.160451393011448395e-01 5.127769066406537846e-01 -2.924848690222088266e+00 -2.142722760113279779e-01 9.131382769487035242e-03 2.606424440071446913e+00 2.212096687376968393e-02
4.749696486799664941e-01 5.571651782326005886e-01 -2.728558815439980911e+00 -1.437226423354575899e-01 6.137318163532171425e-03 2.985173988274651524e+00 2.193321452943551922e-02
5.338941580587880376e-01 5.936796329313979159e-01 -2.748420449617611006e+00 -2.759192264153676466e-01 4.272948588083151991e-03 3.418961088328082099e+00 2.127485128764087727e-02
5.928186674376098031e-01 6.386163234719437476e-01 -3.079078232315998864e+00 -5.479884885351542501e-01 -2.659388555996660113e-03 3.915783458322857236e+00 2.035098697828209915e-02
6.517431768164315686e-01 5.909428015888201768e-01 -3.111228357115122911e+00 -4.134447384373970413e-01 -2.216575391624005936e-03 4.484800995489870878e+00 1.833524119515412068e-02
7.106676861952531121e-01 6.544820305485608003e-01 -3.016575036499283602e+00 -2.385117667919249562e-01 6.111638594065431796e-04 5.136504656915215961e+00 1.819120297421262383e-02
7.695921955740748777e-01 6.920726570963458002e-01 -3.069507471752234373e+00 -5.993763106119355255e-01 3.242679186411447957e-03 5.882909880961139315e+00 1.718613621708867112e-02
8.285167049528966432e-01 7.011344933485181841e-01 -3.118160832122881310e+00 -6.419352796049269116e-01 6.122092405954996383e-04 6.737778115496695364e+00 1.546057029038985092e-02
8.874412143317181867e-01 7.381266295550611423e-01 -2.734725940067810335e+00 -3.577989114496490930e-01 6.933043631472328265e-04 7.716870537246643735e+00 1.443865724312242554e-02
9.463657237105399522e-01 7.832421176518614692e-01 -2.625189448101546308e+00 -5.457137229667700096e-01 3.414592391708417586e-03 8.838238640073624808e+00 1.403005129892495248e-02
1.005290233089361829e+00 8.033101711355161711e-01 -2.881776376566199449e+00 -5.954261747428800655e-01 -2.058010642268076704e-03 1.012255704975989978e+01 1.245130811418805779e-02
1.064214742468183372e+00 8.361248187876096916e-01 -3.112753446180467343e+00 -4.537740729523356276e-01 2.676100560830616914e-04 1.159350470138360301e+01 1.193682614340867143e-02
1.123139251847005138e+00 8.586416190177390551e-01 -3.128685452752329788e+00 -5.124467275931802179e-01 4.539644675134321076e-04 1.327820140704386986e+01 1.100875358719257541e-02
1.182063761225826903e+00 8.775121162713418466e-01 -2.939261205655595788e+00 -6.283860204924091031e-01 -3.369192846796729545e-03 1.520770786291917531e+01 1.038717681711370279e-02
1.240988270604648447e+00 8.917160201210910797e-01 -3.207404836504652579e+00 -8.593437338144715998e-01 -3.907237879254601455e-03 1.741759831427216199e+01 9.282895787195726348e-03
1.299912779983470212e+00 9.102352625812745179e-01 -3.136058900385723547e+00 -9.433459713042731121e-01 -1.762502270475713000e-03 1.994861643660631856e+01 8.226681973681603671e-03
1.358837289362291978e+00 9.099311481287053471e-01 -2.681657415026553526e+00 -9.734659855561440533e-01 -2.249232793258408494e-03 2.284742652543305397e+01 7.186394890354412188e-03
