#log(r)	rho	sigma2	sigma2r	beta	gamma	kappa	dlnbetadlnr
  -0.959176003468815	   0.450243243610444	   0.161463777246442	   0.056830960814678	   0.079438259253032	  -1.012202680149924	   0.139303352278780	   2.138330413601952
  -0.811217203295374	   0.268237692978455	   0.161997450012409	   0.059877850944147	   0.147267332928192	  -1.675155802088950	   0.121351471245086	   1.447083592911112
  -0.663258403121934	   0.138116830912801	   0.157484082767547	   0.061878349626645	   0.227470240255623	  -2.151328784213909	   0.120625102279994	   1.047561210755430
  -0.515299602948493	   0.061838068502250	   0.154485956672890	   0.065062649965579	   0.312790773549645	  -2.590861789202351	   0.054594730039654	   0.811883560417214
  -0.367340802775052	   0.026826951493263	   0.141062321467414	   0.064345740651124	   0.403872113056872	  -2.704778237517208	  -0.072249897184726	   0.600105522386976
  -0.219382002601611	   0.011434823527687	   0.125998229925396	   0.061833319070786	   0.481146153733439	  -2.778803624238518	  -0.173808023459820	   0.428333724424298
  -0.071423202428170	   0.004754893270080	   0.108410704646876	   0.056880429910987	   0.547029841225456	  -2.888014952440214	  -0.301206672444926	   0.306944984063276
   0.076535597745270	   0.001895980097606	   0.090099831617836	   0.049932332411300	   0.597780663682300	  -3.060337627403909	  -0.368504655861437	   0.222473495868828
   0.224494397918711	   0.000724396048627	   0.075902328526199	   0.044098973530507	   0.639409350722305	  -3.214176753705982	  -0.379047804967253	   0.173328301200126
   0.372453198092152	   0.000278640057752	   0.063247819197594	   0.038321109127243	   0.674765284225153	  -3.169343581013091	  -0.475230876313414	   0.144003540488814
   0.520411998265593	   0.000110961285129	   0.049883636325243	   0.031448749121435	   0.706905875133147	  -3.115383338795576	  -0.393265164606842	   0.127547310037885
   0.668370798439033	   0.000038514447920	   0.045344571985842	   0.029730096364442	   0.737396148502322	  -3.599343737075921	  -0.376590503063554	   0.065538988964637
   0.816329598612474	   0.000014666557186	   0.035958264302509	   0.023671586316309	   0.740476243923383	  -3.183933534723078	  -0.679785950856328	   0.034521567866431
   0.964288398785915	   0.000006076924932	   0.027637306929652	   0.018552329245343	   0.755152639753063	  -2.886163543740508	  -0.780510725271768	   0.011891681064382
   1.112247198959356	   0.000002483386798	   0.020509106356786	   0.013613095397263	   0.746714073534339	  -3.037378541196204	  -0.831399047193134	  -0.057500612257011
